[regular verb]
aah,aahed
supersulphuret,supersulphureted
supersulphurize,supersulphurized
superven,supervened
supinate,supinated
sup,supped
supplant,supplanted
suppl,suppled
supplement,supplemented
supplicate,supplicated
suppli,supplied
suppose,supposed
suppress,suppressed
suppurate,suppurated
supress,supressed
surbase,surbased
surcease,surceased
surcharge,surcharged
surcingle,surcingled
deposite,deposited
scratch,scratched
showere,showered
surmise,surmised
surnam,surnamed
surpeople,surpeopled
surtax,surtaxed
surveil,surveiled
suspect,suspected
suspicion,suspicioned
suss,sussed
susurrate,susurrated
suture,sutured
swab,swabbed
swaddle,swaddled
swagbelly,swagbellied
swage,swaged
swag,swagged
swallowtail,swallowtailed
swank,swanked
sward,swarded
swash,swashed
swastika,swastikaed
swat,swatted
sweate,sweated
sw,swed
disposition,dispositioned
sweeten,sweetened
sweetmouth,sweetmouthed
touche,touched
swellhead,swellheaded
swerve,swerved
swift-effect,swift-effected
fate,fated
swill,swilled
swindle,swindled
swing,swingled
swirl,swirled
swish,swished
swivel,swiveled
swivell,swivelled
swizzl,swizzled
swob,swobbed
swoll,swollen
swoon,swooned
swoosh,swooshed
swear,sworn
swot,swotted
swound,swounded
swoune,swouned
tabard,tabarded
tabb,tabbed
tabby,tabbied
taber,tabered
tabernacle,tabernacled
tabl,tabled
tablehop,tablehopped
tablete,tableted
tablett,tabletted
taboo,tabooed
tabor,tabored
taboure,taboured
tabue,tabued
tabularise,tabularised
tabularize,tabularized
tabulate,tabulated
tacke,tacked
tacket,tacketed
tackify,tackified
tackle,tackled
taffetize,taffetized
tailcoate,tailcoated
tailgate,tailgated
tailzy,tailzied
take,taked
talce,talced
talck,talcked
tal,taled
talip,taliped
talk,talked
tallage,tallaged
elm,elmed
talliate,talliated
tally,tallied
tallyho,tallyhoed
tallow,tallowed
tussocke,tussocked
talon,taloned
tamboure,tamboured
tame,tamed
tameheart,tamehearted
tamp,tamped
tamper,tampered
tampion,tampioned
tampon,tamponed
tange,tanged
tango,tangoed
tank,tanked
tannin,tannined
tantalise,tantalised
tantalize,tantalized
dance,danced
taper,tapered
taper-limb,taper-limbed
tapestry,tapestried
tap,tapped
taproote,taprooted
tarantulate,tarantulated
taraze,tarazed
tarboosh,tarbooshed
tar,tared
tar,targed
target,targeted
tariffe,tariffed
protecte,protected
tarlatan,tarlataned
tarmin,tarmined
tarmosin,tarmosined
tarnish,tarnished
tarpaper,tarpapered
tar,tarred
tarry,tarried
tartarate,tartarated
tartarize,tartarized
tart,tarted
tartrate,tartrated
tassel,tasseled
tassell,tasselled
tat,tatted
tatter,tattered
tattie,tattied
tattle,tattled
tattoo,tattooed
taunt,taunted
tau,tauted
tauten,tautened
tautologise,tautologised
tautologize,tautologized
tautomerize,tautomerized
tawder,tawdered
taw,tawed
tawse,tawsed
taxy,taxied
taximeter,taximetered
teache,teached
team,teamed
dam,damped
tear-dim,tear-dimmed
distain,distained
tear-express,tear-expressed
teargass,teargassed
gass,gassed
tearstain,tearstained
tease,teased
teasel,teaseled
teasell,teaselled
teate,teated
teazel,teazeled
teazell,teazelled
teazl,teazled
teche,teched
technicolor,technicolored
ted,tedded
teem,teemed
teenage,teenaged
teeter,teetered
teetotal,teetotaled
teetotall,teetotalled
tegulate,tegulated
telecast,telecasted
telegram,telegrammed
telegraph,telegraphed
telemeter,telemetered
telephon,telephoned
telephotograph,telephotographed
teleport,teleported
telety,teletyped
teleview,televiewed
televise,televised
telex,telexed
telfordize,telfordized
telluret,tellureted
telluret,telluretted
tellurize,tellurized
temperament,temperamented
tempest,tempested
harrow,harrowed
temple,templed
temporise,temporised
temporize,temporized
tenant,tenanted
ten-arm,ten-armed
tend,tended
tenderheart,tenderhearted
tenderise,tenderised
tenderize,tenderized
tendril,tendriled
tendrill,tendrilled
tenement,tenemented
tenon,tenoned
tense,tensed
tension,tensioned
tentacle,tentacled
tentaculate,tentaculated
tent,tented
tenter,tentered
tenure,tenured
tepefy,tepefied
tergiversate,tergiversated
term,termed
terminalize,terminalized
terminate,terminated
terrace,terraced
terret,terreted
terrify,terrified
territorialise,territorialised
territorialize,territorialized
territory,territoried
terrorise,terrorised
terrorize,terrorized
wake,wakened
tesselate,tesselated
tessellate,tessellated
tesserate,tesserated
test,testbed
testiculate,testiculated
testimonialize,testimonialized
testudinate,testudinated
tetanise,tetanised
tetanize,tetanized
tetch,tetched
tetrahydrate,tetrahydrated
tetrasubstitute,tetrasubstituted
tetter,tettered
teutonise,teutonised
teutonize,teutonized
tew,tewed
textur,textured
thack,thacked
thanke,thanked
thaw,thawed
theatricalise,theatricalised
theatricalize,theatricalized
thecaspor,thecaspored
the,thed
the,themed
theologise,theologised
theologize,theologized
theopneust,theopneusted
theorise,theorised
theorize,theorized
thermalize,thermalized
thermolyze,thermolyzed
thermostate,thermostated
thermostat,thermostatted
thicken,thickened
thickhead,thickheaded
hi,hided
thickskull,thickskulled
thronge,thronged
thieve,thieved
thig,thigged
thimble,thimbled
thimblerig,thimblerigged
thinbrain,thinbrained
thin-stem,thin-stemmed
thirl,thirled
thyroidectomize,thyroidectomized
thirst,thirsted
thistle,thistled
thol,tholed
thoroughbreed,thoroughbred
thoroughfoote,thoroughfooted
thoroughpace,thoroughpaced
thoroughstitch,thoroughstitched
light,lighted
mastere,mastered
thrall,thralled
thrash,thrashed
thraw,thrawed
threape,threaped
threate,threated
cocke,cocked
day,dayed
threefold,threefolded
hinge,hinged
ovule,ovuled
three,threeped
tie,tiered
worm,wormed
thresh,threshed
thrive,thrived
throb,throbbed
thro,throed
thrombose,thrombosed
throttle,throttled
throughbreed,throughbred
thrum,thrummed
thrust,thrusted
thud,thudded
thug,thugged
thumb,thumbed
thumbtack,thumbtacked
thunderhead,thunderheaded
splinter,splintered
thunk,thunked
tiara,tiaraed
tick,ticked
ticket,ticketed
tick,tickled
tickseed,tickseeded
ticktack,ticktacked
tictack,tictacked
tide,tided
tidy,tidied
tierce,tierced
tiewig,tiewigged
tiff,tiffed
tiffin,tiffined
tigerheart,tigerhearted
tightene,tightened
tightfist,tightfisted
tightlip,tightlipped
tightrop,tightroped
ti,tiled
tiller,tillered
tilte,tilted
skeleton,skeletoned
timbertune,timbertuned
timbrel,timbreled
timbrell,timbrelled
bewast,bewasted
discolor,discolored
expire,expired
mellow,mellowed
shroude,shrouded
wither,withered
tinct,tincted
tinder,tindered
tyn,tyned
tingle,tingled
tinker,tinkered
tinkle,tinkled
tin,tinned
tinnify,tinnified
tinsel,tinseled
tinsell,tinselled
slipper,slippered
typewrit,typewrited
typify,typified
tipple,tippled
tipto,tiptoed
tyrannise,tyrannised
tyrannize,tyrannized
tyr,tyred
tirl,tirled
tissue,tissued
tith,tithed
tyth,tythed
titillate,titillated
titivate,titivated
titl,titled
titrate,titrated
titter,tittered
tittivate,tittivated
tittu,tittuped
tittup,tittupped
toast,toasted
tobaccofy,tobaccofied
toboggan,tobogganed
toddle,toddled
toenail,toenailed
toga,togaed
togate,togated
toggle,toggled
toil,toiled
toilet,toileted
toise,toised
toit,toited
token,tokened
tol,toled
tolerat,tolerated
toll,tolled
tom,tombed
tom,tommed
halter,haltered
toolsh,toolshed
toothchisel,toothchiseled
tootle,tootled
topfill,topfilled
toplight,toplighted
topple,toppled
topsoil,topsoiled
torch,torched
torchlight,torchlighted
tor,tored
torpedo,torpedoed
torpify,torpified
torquate,torquated
torrefy,torrefied
torrify,torrified
total,totaled
totalise,totalised
totalitarianize,totalitarianized
totalize,totalized
total,totalled
tote,toted
tough,toughed
toughen,toughened
metale,metaled
sinew,sinewed
thonge,thonged
touse,toused
tousl,tousled
tout,touted
touzl,touzled
towel,toweled
towel,towelled
towhead,towheaded
townify,townified
toxify,toxified
trabeate,trabeated
trabeculate,trabeculated
trace,traced
tracery,traceried
tracheate,tracheated
tracheotomize,tracheotomized
trachl,trachled
trademarke,trademarked
traditionalize,traditionalized
traduce,traduced
trafficke,trafficked
tragicolor,tragicolored
traike,traiked
trail,trailed
trailere,trailered
trainsh,trainshed
traipse,traipsed
traject,trajected
tramel,trameled
tramell,tramelled
tram,trammed
trammel,trammeled
trammell,trammelled
tramp,tramped
trample,trampled
trance,tranced
tranquilize,tranquilized
tranquillize,tranquillized
transact,transacted
transcend,transcended
transcendentalize,transcendentalized
transchange,transchanged
transcribe,transcribed
transduce,transduced
transect,transected
transelementate,transelementated
transessentiate,transessentiated
transfeature,transfeatured
transfer,transferred
transfigure,transfigured
transfix,transfixed
transfuse,transfused
transgress,transgressed
tranship,transhipped
transilluminate,transilluminated
transistorize,transistorized
transit,transited
transition,transitioned
transliterate,transliterated
translocate,translocated
transmigrate,transmigrated
transmit,transmitted
transmogrify,transmogrified
transmute,transmuted
transom,transomed
stern,sterned
transpatronize,transpatronized
transpierce,transpierced
transpire,transpired
transplant,transplanted
transpose,transposed
transshape,transshaped
transship,transshiped
transship,transshipped
transubstantiate,transubstantiated
transude,transuded
transume,transumed
transvalue,transvalued
trapan,trapanned
trapese,trapesed
trapnest,trapnested
trash,trashed
trauchl,trauchled
traumatize,traumatized
travail,travailed
travate,travated
travel,travelled
toile,toiled
traverse,traversed
travestie,travestied
trawl,trawled
treadle,treadled
treasure,treasured
secure,secured
treble,trebled
treddle,treddled
tree-fringe,tree-fringed
treelin,treelined
trefoil,trefoiled
trekk,trekked
trellise,trellised
tremble,trembled
trend,trended
trepan,trepanned
trephin,trephined
trespass,trespassed
tressure,tressured
triangle,triangled
triangulate,triangulated
triarcuate,triarcuated
tribar,tribarred
tribute,tributed
tricarinate,tricarinated
trice,triced
trichinise,trichinised
trichinize,trichinized
trichinose,trichinosed
tricycle,tricycled
trickle,trickled
tricolor,tricolored
tricorner,tricornered
tricuspidate,tricuspidated
tridentate,tridentated
tridimension,tridimensioned
trifasciate,trifasciated
trifle,trifled
trifoliate,trifoliated
triform,triformed
trifurcate,trifurcated
trig,trigged
trigger,triggered
triglyph,triglyphed
trihydrate,trihydrated
trilamellate,trilamellated
trilineate,trilineated
trill,trilled
trilobate,trilobated
trilo,trilobed
trimaculate,trimaculated
trimotor,trimotored
trindle,trindled
trin,trined
trinerve,trinerved
trinket,trinketed
tripart,triparted
triphenylate,triphenylated
tripinnate,tripinnated
trip,tripled
tier,tiered
triplicate,triplicated
triplinerve,triplinerved
tripoint,tripointed
trip,tripped
triradiate,triradiated
trisect,trisected
trisinuate,trisinuated
tryst,trysted
trisubstitute,trisubstituted
trisulcate,trisulcated
tritiate,tritiated
triturate,triturated
triumph,triumphed
triunsaturate,triunsaturated
trivialise,trivialised
troak,troaked
troch,troched
trock,trocked
trok,troked
troll,trolled
trolley,trolleyed
trolly,trollied
tromp,tromped
troope,trooped
trophy,trophied
tropicalise,tropicalised
tropicalize,tropicalized
tropologize,tropologized
troth,trothed
trott,trotted
trottoire,trottoired
troubleshoote,troubleshooted
trough,troughed
trounce,trounced
trou,trouped
trousere,trousered
trow,trowed
trowel,troweled
trowell,trowelled
truant,truanted
truce,truced
truck,trucked
truck,truckled
trudge,trudged
true-aim,true-aimed
bas,based
truebreed,truebred
true,trued
trueheart,truehearted
truffle,truffled
trump,trumped
trumpet,trumpeted
truncate,truncated
trunch,trunched
truncheon,truncheoned
trundle,trundled
trunnion,trunnioned
trust,trusted
trustify,trustified
truth-arm,truth-armed
truth-dictate,truth-dictated
truth-instruct,truth-instructed
tubb,tubbed
tube,tubed
tubercle,tubercled
tubercularise,tubercularised
tubercularize,tubercularized
tuberculate,tuberculated
tubercule,tuberculed
tuberculinise,tuberculinised
tuberculinize,tuberculinized
tuberculise,tuberculised
tuberculose,tuberculosed
tubulate,tubulated
tug,tugged
tumble,tumbled
tumefy,tumefied
tum,tummed
tumor,tumored
tunbelly,tunbellied
tunnel,tunneled
tunnell,tunnelled
tup,tupped
turban,turbaned
turbinate,turbinated
turbine,turbined
turbosupercharge,turbosupercharged
turf,turfed
turgesce,turgesced
turmoil,turmoiled
turpentin,turpentined
turret,turreted
turriculate,turriculated
turrit,turrited
turtle,turtled
turtledove,turtledoved
tussl,tussled
tutoy,tutoyed
tutor,tutored
tut,tutted
tuxedo,tuxedoed
twaddle,twaddled
twange,twanged
twangle,twangled
twattle,twattled
tweed,tweeded
tweedle,tweedled
suit,suited
tweet,tweeted
tweeze,tweezed
twelve-arm,twelve-armed
star,starred
wire,wired
twibill,twibilled
twice-affirm,twice-affirmed
twice-alarm,twice-alarmed
allie,allied
anger,angered
answer,answered
appoint,appointed
twice-arbitrate,twice-arbitrated
attempte,attempted
borrow,borrowed
bring,brought
capture,captured
catch,caught
clai,claimed
commit,committed
convert,converted
da,dared
darn,darned
debat,debated
decree,decreed
disable,disabled
discard,discarded
discontinue,discontinued
discount,discounted
dismiss,dismissed
dispatch,dispatched
enact,enacted
encounter,encountered
endorse,endorsed
engage,engaged
enlarge,enlarged
essay,essayed
excell,excelled
forgive,forgiven
handicappe,handicapped
help,helped
hint,hinted
kidnap,kidnaped
leagu,leagued
marry,married
miss,missed
note,noted
obligate,obligated
occasion,occasioned
omit,omitted
orphan,orphaned
permit,permitted
ponder,pondered
prepay,prepaid
raid,raided
realize,realized
rebuild,rebuilt
recover,recovered
reform,reformed
refuse,refused
reimburse,reimbursed
remembe,remembered
remit,remitted
render,rendered
resent,resented
revolt,revolted
rewrite,rewritten
sacrifice,sacrificed
salvage,salvaged
sanction,sanctioned
scatter,scattered
scorne,scorned
sentenc,sentenced
spare,spared
stage,staged
subjec,subjected
suffer,suffered
surrendere,surrendered
tender,tendered
thank,thanked
utter,uttered
vamp,vamped
varnish,varnished
venture,ventured
verifie,verified
veto,vetoed
violate,violated
visit,visited
vote,voted
wage,waged
waive,waived
want,wanted
wean,weaned
welcome,welcomed
whip,whipped
widow,widowed
twice-witness,twice-witnessed
twi-color,twi-colored
twiddle,twiddled
twi-form,twi-formed
enfold,enfolded
twil,twilled
twinge,twinged
twinkle,twinkled
twin-nam,twin-named
twin,twinned
spire,spired
town,towned
twirl,twirled
twisten,twistened
twit,twitted
twitterbon,twitterboned
twitter,twittered
twizzen,twizzened
two-arm,two-armed
two-form,two-formed
twoleg,twolegged
udder,uddered
ulster,ulstered
ultimate,ultimated
ultracentrifuge,ultracentrifuged
ululate,ululated
umbel,umbeled
umbellate,umbellated
umbell,umbelled
umber,umbered
umbonate,umbonated
undercharge,undercharged
underestimate,underestimated
underpraise,underpraised
undersign,undersigned
understaffe,understaffed
understand,understanded
understate,understated
understrew,understrewed
understudy,understudied
underteam,underteamed
undervalu,undervalued
underventilate,underventilated
length,lengthed
carriage,carriaged
upboil,upboiled
upcast,upcasted
upcurl,upcurled
updart,updarted
update,updated
updive,updived
updry,updried
upfold,upfolded
upgrad,upgraded
upheape,upheaped
upheart,uphearted
upholster,upholstered
upleape,upleaped
uplink,uplinked
upload,uploaded
uppil,uppiled
upraise,upraised
upreach,upreached
uproote,uprooted
uprouse,uproused
uprush,uprushed
upsurge,upsurged
upswell,upswelled
upthrust,upthrusted
uptoss,uptossed
upwell,upwelled
urbanise,urbanised
urg,urged
urinate,urinated
url,urled
utilise,utilised
vaccinate,vaccinated
vacillate,vacillated
vacuolate,vacuolated
vacuume,vacuumed
vaginate,vaginated
vail,vailed
validate,validated
vallate,vallated
valorise,valorised
valorize,valorized
valuate,valuated
vamoose,vamoosed
vamose,vamosed
vanish,vanished
vanitie,vanitied
vanquish,vanquished
vaporise,vaporised
vaporize,vaporized
vapourise,vapourised
vapourize,vapourized
variate,variated
varicolor,varicolored
varicose,varicosed
variegate,variegated
variform,variformed
variolate,variolated
